Start_date,Start_day,Start_time,SHour,End_date,End_day,End_time,Duration,Category,Pickup,Destination,KM,Purpose,Driver_Rating,Fare,Tip,Payment_Method,Status
22-Nov-16,Tuesday,17:02:00,17,22-Nov-16,Tuesday,17:13:00,00:11:00,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,5,119.1,11,UPI/e-Wallet,Completed
28-Apr-16,Thursday,21:50:00,21,28-Apr-16,Thursday,22:15:00,00:25:00,Business,Cary,Morrisville,4.8,,5,188.4,18,Cash,Completed
21-Oct-16,Friday,23:28:00,23,21-Oct-16,Friday,23:37:00,00:09:00,Business,Morrisville,Cary,3.2,Customer Visit,0,135.6,13,Uber Cash,Completed
13-Dec-16,Tuesday,14:20:00,14,13-Dec-16,Tuesday,14:38:00,00:18:00,Business,Whitebridge,Waverly Place,6.9,,0,257.7,25,Uber Cash,Completed
30-Mar-16,Wednesday,15:15:00,15,30-Mar-16,Wednesday,15:36:00,00:21:00,Business,Cary,Raleigh,14.9,,0,521.7,52,UPI/e-Wallet,Completed
21-Sep-16,Wednesday,16:04:00,16,21-Sep-16,Wednesday,16:37:00,00:33:00,Business,Raleigh,Cary,17.4,,2,604.2,60,Uber Cash,Completed
12-Feb-16,Friday,16:56:00,16,12-Feb-16,Friday,17:24:00,00:28:00,Business,Cary,Durham,12.9,,0,455.7,45,UPI/e-Wallet,Completed
20-Jul-16,Wednesday,17:53:00,17,20-Jul-16,Wednesday,18:28:00,00:35:00,Business,Durham,Apex,15.3,,3,534.9,53,Card,Completed
14-Jul-16,Thursday,18:49:00,18,14-Jul-16,Thursday,18:50:00,00:01:00,Business,Apex,Apex,1,,1,63,,Card,Completed
22-Aug-16,Monday,19:47:00,19,22-Aug-16,Monday,20:02:00,00:15:00,Business,Apex,Cary,6,,,228,22,Card,Completed
04-Nov-16,Friday,12:53:00,12,04-Nov-16,Friday,13:00:00,00:07:00,Business,Whitebridge,Heritage Pines,2.2,,1,102.6,10,Card,Completed
21-Nov-16,Monday,13:14:00,13,21-Nov-16,Monday,13:28:00,00:14:00,Business,Heritage Pines,Edgehill Farms,4.4,,4,175.2,17,Uber Cash,Completed
10-Feb-16,Wednesday,13:32:00,13,10-Feb-16,Wednesday,13:42:00,00:10:00,Business,Edgehill Farms,Whitebridge,2.8,,0,122.4,12,Cash,Completed
15-May-16,Sunday,18:37:00,18,15-May-16,Sunday,19:29:00,00:52:00,Business,Cary,Wake Forest,31.7,,1,1076.1,100,Gift Card,Completed
09-Jul-16,Saturday,20:59:00,20,09-Jul-16,Saturday,21:44:00,00:45:00,Business,Wake Forest,Cary,31.9,,2,1082.7,100,Card,Completed
22-Mar-16,Tuesday,18:49:00,18,22-Mar-16,Tuesday,18:52:00,00:03:00,Business,Whitebridge,Westpark Place,1.9,,0,92.7,,Card,Completed
03-Aug-16,Wednesday,18:56:00,18,03-Aug-16,Wednesday,19:05:00,00:09:00,Business,Westpark Place,Whitebridge,1.8,,0,89.4,8,Card,Completed
17-Sep-16,Saturday,15:35:00,15,17-Sep-16,Saturday,15:58:00,00:23:00,Business,Cary,Morrisville,8.4,Meeting,4,307.2,30,Card,Completed
03-Dec-16,Saturday,09:05:00,9,03-Dec-16,Saturday,09:52:00,00:47:00,Business,R?walpindi,Unknown Location,15.6,,1,544.8,54,Card,Completed
27-Oct-16,Thursday,15:20:00,15,27-Oct-16,Thursday,15:47:00,00:27:00,Business,Unknown Location,Unknown Location,14.1,,2,495.3,49,Card,Cancelled 
10-Sep-16,Saturday,16:52:00,16,10-Sep-16,Saturday,17:30:00,00:38:00,Business,Unknown Location,Unknown Location,15.7,,1,548.1,54,Gift Card,Cancelled 
11-Jul-16,Monday,19:08:00,19,11-Jul-16,Monday,20:30:00,01:22:00,Business,Unknown Location,Unknown Location,25.9,Temporary Site,1,884.7,88,Cash,Cancelled 
03-Feb-16,Wednesday,07:58:00,7,03-Feb-16,Wednesday,08:11:00,00:13:00,Business,Unknown Location,Unknown Location,7.9,,5,290.7,29,Gift Card,Cancelled 
05-Sep-16,Monday,08:16:00,8,05-Sep-16,Monday,08:23:00,00:07:00,Business,Unknown Location,Unknown Location,2.7,,2,119.1,11,Card,Cancelled 
17-Feb-16,Wednesday,08:46:00,8,17-Feb-16,Wednesday,08:53:00,00:07:00,Business,Unknown Location,Unknown Location,5.5,,5,211.5,21,Card,Cancelled 
06-Dec-16,Tuesday,10:06:00,10,06-Dec-16,Tuesday,10:27:00,00:21:00,Business,Unknown Location,Islamabad,5.7,,3,218.1,21,Card,Cancelled 
19-Feb-16,Friday,10:31:00,10,19-Feb-16,Friday,10:38:00,00:07:00,Business,Islamabad,Islamabad,1.2,,0,69.6,6,Card,Completed
30-Jun-16,Thursday,11:47:00,11,30-Jun-16,Thursday,12:03:00,00:16:00,Business,Islamabad,Unknown Location,5.7,Temporary Site,0,218.1,21,Card,Completed
02-Sep-16,Friday,15:13:00,15,02-Sep-16,Friday,15:36:00,00:23:00,Business,Unknown Location,Unknown Location,16.2,,3,564.6,56,Card,Cancelled 
04-Oct-16,Tuesday,10:17:00,10,04-Oct-16,Tuesday,10:41:00,00:24:00,Business,Unknown Location,Unknown Location,2.6,,2,115.8,11,Gift Card,Cancelled 
25-Aug-16,Thursday,10:57:00,10,25-Aug-16,Thursday,11:20:00,00:23:00,Business,Unknown Location,Unknown Location,12.1,,1,429.3,42,Cash,Cancelled 
31-Mar-16,Thursday,14:45:00,14,31-Mar-16,Thursday,14:50:00,00:05:00,Business,Unknown Location,R?walpindi,1.4,,4,76.2,,Gift Card,Cancelled 
27-Nov-16,Sunday,15:32:00,15,27-Nov-16,Sunday,15:47:00,00:15:00,Business,R?walpindi,Islamabad,6.4,,0,241.2,24,Card,Completed
27-Jan-16,Wednesday,16:29:00,16,27-Jan-16,Wednesday,16:50:00,00:21:00,Business,Islamabad,Unknown Location,7.3,,5,270.9,27,Card,Completed
08-Mar-16,Tuesday,16:54:00,16,08-Mar-16,Tuesday,17:00:00,00:06:00,Business,Unknown Location,Unknown Location,5.3,,2,204.9,20,Card,Cancelled 
04-Feb-16,Thursday,17:05:00,17,04-Feb-16,Thursday,17:34:00,00:29:00,Business,Unknown Location,Unknown Location,5.5,,3,211.5,21,Card,Cancelled 
23-Jan-16,Saturday,18:38:00,18,23-Jan-16,Saturday,18:57:00,00:19:00,Business,Unknown Location,Unknown Location,7.7,Temporary Site,2,284.1,28,Card,Cancelled 
30-Sep-16,Friday,18:40:00,18,30-Sep-16,Friday,19:07:00,00:27:00,Business,Unknown Location,Unknown Location,7.6,Temporary Site,0,280.8,28,Card,Cancelled 
17-Nov-16,Thursday,08:24:00,8,17-Nov-16,Thursday,08:45:00,00:21:00,Business,Unknown Location,Noorpur Shahan,7.6,,0,280.8,28,Gift Card,Cancelled 
06-Oct-16,Thursday,08:54:00,8,06-Oct-16,Thursday,09:07:00,00:13:00,Business,Noorpur Shahan,Islamabad,3.3,,2,138.9,13,Cash,Completed
09-Mar-16,Wednesday,09:27:00,9,09-Mar-16,Wednesday,09:47:00,00:20:00,Business,Islamabad,R?walpindi,6.5,,1,244.5,24,Gift Card,Completed
27-Sep-16,Tuesday,10:57:00,10,27-Sep-16,Tuesday,11:06:00,00:09:00,Business,R?walpindi,Unknown Location,2,,5,96,,Card,Completed
26-Feb-16,Friday,12:07:00,12,26-Feb-16,Friday,12:24:00,00:17:00,Business,Unknown Location,Islamabad,5.7,,0,218.1,21,Card,Cancelled 
05-Dec-16,Monday,15:51:00,15,05-Dec-16,Monday,16:06:00,00:15:00,Business,Islamabad,Islamabad,3.2,,4,135.6,13,Card,Completed
17-Jul-16,Sunday,17:12:00,17,17-Jul-16,Sunday,17:52:00,00:40:00,Business,Islamabad,Unknown Location,12.5,,0,442.5,44,Card,Completed
09-Apr-16,Saturday,10:00:00,10,09-Apr-16,Saturday,10:29:00,00:29:00,Business,Unknown Location,Unknown Location,7.6,Airport/Travel,5,280.8,28,Card,Cancelled 
18-Oct-16,Tuesday,14:05:00,14,18-Oct-16,Tuesday,14:34:00,00:29:00,Business,Unknown Location,Unknown Location,7.7,,5,284.1,28,Card,Cancelled 
12-Nov-16,Saturday,16:30:00,16,12-Nov-16,Saturday,17:02:00,00:32:00,Business,Unknown Location,Islamabad,12.2,,0,432.6,43,Gift Card,Cancelled 
19-Jan-16,Tuesday,18:10:00,18,19-Jan-16,Tuesday,18:17:00,00:07:00,Business,Islamabad,Islamabad,1.4,,0,76.2,7,Cash,Completed
02-Feb-16,Tuesday,18:48:00,18,02-Feb-16,Tuesday,19:24:00,00:36:00,Business,Islamabad,Unknown Location,20.2,,0,696.6,69,Uber Cash,Completed
16-Jan-16,Saturday,10:00:00,10,16-Jan-16,Saturday,10:44:00,00:44:00,Business,Unknown Location,Islamabad,9.8,,2,353.4,35,Uber Cash,Cancelled 
22-Jul-16,Friday,11:07:00,11,22-Jul-16,Friday,11:23:00,00:16:00,Business,Islamabad,Unknown Location,6.3,,2,237.9,23,Uber Cash,Completed
23-Apr-16,Saturday,12:36:00,12,23-Apr-16,Saturday,12:49:00,00:13:00,Business,Unknown Location,Islamabad,4.9,,2,191.7,19,Uber Cash,Cancelled 
03-Sep-16,Saturday,13:02:00,13,03-Sep-16,Saturday,13:11:00,00:09:00,Business,Islamabad,Islamabad,1.5,,4,79.5,7,Uber Cash,Completed
24-Jan-16,Sunday,14:07:00,14,24-Jan-16,Sunday,14:31:00,00:24:00,Business,Islamabad,Unknown Location,10.9,,1,389.7,38,Cash,Completed
03-Sep-16,Saturday,15:14:00,15,03-Sep-16,Saturday,15:49:00,00:35:00,Business,Unknown Location,Unknown Location,19,,,657,65,Gift Card,Cancelled 
14-Jun-16,Tuesday,15:59:00,15,14-Jun-16,Tuesday,17:16:00,01:17:00,Business,Unknown Location,Unknown Location,19,,4,657,65,Card,Cancelled 
28-Apr-16,Thursday,19:58:00,19,28-Apr-16,Thursday,20:50:00,00:52:00,Business,Unknown Location,R?walpindi,7.9,,1,290.7,29,Card,Cancelled 
15-Apr-16,Friday,20:53:00,20,15-Apr-16,Friday,21:31:00,00:38:00,Business,R?walpindi,R?walpindi,4.1,,0,165.3,16,Card,Completed
17-Oct-16,Monday,22:31:00,22,17-Oct-16,Monday,23:00:00,00:29:00,Business,R?walpindi,Unknown Location,18.7,,1,647.1,64,Card,Completed
13-Mar-16,Sunday,08:10:00,8,13-Mar-16,Sunday,08:25:00,00:15:00,Business,Unknown Location,Noorpur Shahan,8.7,,2,317.1,31,Card,Cancelled 
22-Jul-16,Friday,09:35:00,9,22-Jul-16,Friday,10:09:00,00:34:00,Business,Noorpur Shahan,Unknown Location,7.5,,2,277.5,27,Card,Completed
29-Nov-16,Tuesday,12:59:00,12,29-Nov-16,Tuesday,13:15:00,00:16:00,Business,Unknown Location,Noorpur Shahan,7.7,,3,284.1,28,Card,Cancelled 
08-Nov-16,Tuesday,13:19:00,13,08-Nov-16,Tuesday,13:30:00,00:11:00,Business,Noorpur Shahan,Islamabad,4.4,,5,175.2,17,Cash,Completed
30-Mar-16,Wednesday,13:49:00,13,30-Mar-16,Wednesday,14:04:00,00:15:00,Business,Islamabad,Unknown Location,5,,4,195,19,Gift Card,Completed
28-Jul-16,Thursday,15:07:00,15,28-Jul-16,Thursday,15:12:00,00:05:00,Business,Unknown Location,Unknown Location,1.9,,2,92.7,,Card,Cancelled 
27-May-16,Friday,15:15:00,15,27-May-16,Friday,17:16:00,02:01:00,Business,Unknown Location,Unknown Location,7.9,,5,290.7,29,Card,Cancelled 
07-Nov-16,Monday,17:42:00,17,07-Nov-16,Monday,18:31:00,00:49:00,Business,Unknown Location,Unknown Location,17.7,,3,614.1,61,UPI/e-Wallet,Cancelled 
25-Apr-16,Monday,12:05:00,12,25-Apr-16,Monday,12:56:00,00:51:00,Business,Unknown Location,Unknown Location,25.2,,5,861.6,86,UPI/e-Wallet,Cancelled 
06-Apr-16,Wednesday,13:01:00,13,06-Apr-16,Wednesday,15:25:00,02:24:00,Business,Unknown Location,Unknown Location,96.2,,1,3204.6,69,UPI/e-Wallet,Cancelled 
06-Jun-16,Monday,15:17:00,15,06-Jun-16,Monday,16:22:00,01:05:00,Business,Unknown Location,Unknown Location,35,,5,1185,77,UPI/e-Wallet,Cancelled 
21-Mar-16,Monday,16:36:00,16,21-Mar-16,Monday,16:56:00,00:20:00,,Unknown Location,Unknown Location,5.5,,1,211.5,21,UPI/e-Wallet,Cancelled 
12-Mar-16,Saturday,17:19:00,17,12-Mar-16,Saturday,19:20:00,02:01:00,,Unknown Location,Unknown Location,50.4,,4,1693.2,96,UPI/e-Wallet,Cancelled 
27-Sep-16,Tuesday,19:25:00,19,27-Sep-16,Tuesday,19:57:00,00:32:00,,Unknown Location,Lahore,9.2,,2,333.6,33,UPI/e-Wallet,Cancelled 
12-May-16,Thursday,22:58:00,22,12-May-16,Thursday,23:16:00,00:18:00,,Lahore,Unknown Location,7.3,,0,270.9,27,UPI/e-Wallet,Completed
14-Jun-16,Tuesday,09:06:00,9,14-Jun-16,Tuesday,09:20:00,00:14:00,,Unknown Location,Unknown Location,5,,5,195,19,UPI/e-Wallet,Cancelled 
23-Aug-16,Tuesday,11:14:00,11,23-Aug-16,Tuesday,11:26:00,00:12:00,,Unknown Location,Unknown Location,3.8,,0,155.4,15,UPI/e-Wallet,Cancelled 
21-Feb-16,Sunday,12:10:00,12,21-Feb-16,Sunday,12:20:00,00:10:00,,Unknown Location,Lahore,3.9,,1,158.7,15,UPI/e-Wallet,Cancelled 
02-May-16,Monday,14:10:00,14,02-May-16,Monday,14:33:00,00:23:00,Business,Lahore,Lahore,7.4,,,274.2,27,UPI/e-Wallet,Completed
26-Dec-16,Monday,15:23:00,15,26-Dec-16,Monday,15:35:00,00:12:00,Business,Lahore,Lahore,1.5,,3,79.5,,UPI/e-Wallet,Completed
27-Jul-16,Wednesday,15:59:00,15,27-Jul-16,Wednesday,16:24:00,00:25:00,Business,Lahore,Unknown Location,7.9,,0,290.7,29,UPI/e-Wallet,Completed
19-Jul-16,Tuesday,16:55:00,16,19-Jul-16,Tuesday,17:12:00,00:17:00,Business,Unknown Location,Lahore,2.9,,0,125.7,12,UPI/e-Wallet,Cancelled 
07-May-16,Saturday,18:42:00,18,07-May-16,Saturday,18:56:00,00:14:00,Business,Lahore,Lahore,3.4,,2,142.2,14,UPI/e-Wallet,Completed
17-Nov-16,Thursday,19:31:00,19,17-Nov-16,Thursday,19:54:00,00:23:00,Business,Lahore,Lahore,3.8,,3,155.4,15,UPI/e-Wallet,Completed
06-Sep-16,Tuesday,20:06:00,20,06-Sep-16,Tuesday,20:16:00,00:10:00,Business,Lahore,Unknown Location,5.9,,1,224.7,22,UPI/e-Wallet,Completed
09-Dec-16,Friday,09:34:00,9,09-Dec-16,Friday,10:11:00,00:37:00,Business,Unknown Location,Lahore,9.6,,0,346.8,34,UPI/e-Wallet,Cancelled 
17-Jul-16,Sunday,11:47:00,11,17-Jul-16,Sunday,12:06:00,00:19:00,Business,Lahore,Lahore,7,,4,261,26,Gift Card,Completed
21-Jul-16,Thursday,12:12:00,12,21-Jul-16,Thursday,12:17:00,00:05:00,Business,Lahore,Lahore,0.9,,,59.7,,UPI/e-Wallet,Completed
04-Oct-16,Tuesday,14:01:00,14,04-Oct-16,Tuesday,15:44:00,01:43:00,Business,Lahore,Unknown Location,86.6,,0,2887.8,88,Cash,Completed
30-Dec-16,Friday,16:15:00,16,30-Dec-16,Friday,19:13:00,02:58:00,Business,Unknown Location,Unknown Location,156.9,,4,5207.7,52,Uber Cash,Cancelled 
21-Feb-16,Sunday,09:57:00,9,21-Feb-16,Sunday,10:18:00,00:21:00,Business,Unknown Location,Noorpur Shahan,10.1,,2,363.3,36,Uber Cash,Cancelled 
06-Apr-16,Wednesday,16:39:00,16,06-Apr-16,Wednesday,16:55:00,00:16:00,Business,Noorpur Shahan,Islamabad,6.2,,2,234.6,23,UPI/e-Wallet,Completed
12-Nov-16,Saturday,17:37:00,17,12-Nov-16,Saturday,17:55:00,00:18:00,Business,Islamabad,Islamabad,5.3,,5,204.9,20,Gift Card,Completed
03-Jun-16,Friday,21:15:00,21,03-Jun-16,Friday,21:59:00,00:44:00,Business,Islamabad,Unknown Location,12.1,,1,429.3,42,UPI/e-Wallet,Completed
05-Jun-16,Sunday,12:02:00,12,05-Jun-16,Sunday,12:31:00,00:29:00,Business,Unknown Location,Islamabad,10.8,,1,386.4,38,Gift Card,Cancelled 
04-Feb-16,Thursday,13:38:00,13,04-Feb-16,Thursday,13:48:00,00:10:00,Business,Islamabad,Islamabad,4.3,,1,171.9,17,Card,Completed
22-May-16,Sunday,14:31:00,14,22-May-16,Sunday,14:41:00,00:10:00,Business,Islamabad,Islamabad,2.5,,3,112.5,11,Card,Completed
18-Aug-16,Thursday,14:49:00,14,18-Aug-16,Thursday,15:04:00,00:15:00,Business,Islamabad,Unknown Location,5.7,Temporary Site,,218.1,21,Card,Completed
06-Aug-16,Saturday,15:49:00,15,06-Aug-16,Saturday,15:59:00,00:10:00,Business,Unknown Location,Islamabad,2.8,,5,122.4,12,Card,Cancelled 
18-Feb-16,Thursday,16:06:00,16,18-Feb-16,Thursday,16:21:00,00:15:00,Business,Islamabad,Unknown Location,4,,3,162,16,Card,Completed
31-May-16,Tuesday,17:24:00,17,31-May-16,Tuesday,17:41:00,00:17:00,Business,Unknown Location,Islamabad,5.5,,1,211.5,21,Card,Cancelled 
10-Nov-16,Thursday,18:27:00,18,10-Nov-16,Thursday,18:36:00,00:09:00,Business,Islamabad,Islamabad,2.6,,5,115.8,11,Cash,Completed
26-Nov-16,Saturday,11:53:00,11,26-Nov-16,Saturday,12:05:00,00:12:00,Business,Unknown Location,Unknown Location,2.1,,0,99.3,,Cash,Cancelled 
13-Sep-16,Tuesday,12:46:00,12,13-Sep-16,Tuesday,13:09:00,00:23:00,Business,Unknown Location,Islamabad,8.8,,2,320.4,32,Cash,Cancelled 
24-Sep-16,Saturday,13:25:00,13,24-Sep-16,Saturday,13:46:00,00:21:00,Business,Islamabad,Islamabad,4.4,,2,175.2,17,Cash,Completed
25-Sep-16,Sunday,14:00:00,14,25-Sep-16,Sunday,14:20:00,00:20:00,Business,Islamabad,Unknown Location,5.3,,5,204.9,20,Cash,Completed
22-Jan-16,Friday,17:27:00,17,22-Jan-16,Friday,18:09:00,00:42:00,Business,Unknown Location,Unknown Location,13,,3,459,45,Cash,Cancelled 
27-May-16,Friday,11:51:00,11,27-May-16,Friday,12:24:00,00:33:00,Business,Unknown Location,Islamabad,13,,2,459,45,Cash,Cancelled 
03-Apr-16,Sunday,17:21:00,17,03-Apr-16,Sunday,17:36:00,00:15:00,Business,Islamabad,Unknown Location,10.6,,2,379.8,37,Cash,Completed
13-Jan-16,Wednesday,18:49:00,18,13-Jan-16,Wednesday,19:08:00,00:19:00,Business,Unknown Location,Unknown Location,2.2,,2,102.6,10,Cash,Cancelled 
11-Nov-16,Friday,11:37:00,11,11-Nov-16,Friday,12:24:00,00:47:00,Business,Unknown Location,Islamabad,9.2,,4,333.6,33,Cash,Cancelled 
06-Aug-16,Saturday,18:56:00,18,06-Aug-16,Saturday,19:37:00,00:41:00,Business,Unknown Location,Unknown Location,12.9,,1,455.7,45,Cash,Cancelled 
06-Sep-16,Tuesday,10:25:00,10,06-Sep-16,Tuesday,10:44:00,00:19:00,Business,Unknown Location,R?walpindi,17.2,,3,597.6,59,UPI/e-Wallet,Cancelled 
11-May-16,Wednesday,17:49:00,17,11-May-16,Wednesday,17:49:00,00:00:00,Business,Unknown Location,Unknown Location,69.1,,1,2310.3,,Card,Cancelled 
03-Jun-16,Friday,10:28:00,10,03-Jun-16,Friday,10:45:00,00:17:00,Business,Unknown Location,Unknown Location,2.8,,0,122.4,12,UPI/e-Wallet,Cancelled 
14-Jul-16,Thursday,09:51:00,9,14-Jul-16,Thursday,09:55:00,00:04:00,Business,Unknown Location,Unknown Location,8.6,,0,313.8,31,Cash,Cancelled 
08-Dec-16,Thursday,21:40:00,21,08-Dec-16,Thursday,21:42:00,00:02:00,Business,Unknown Location,Unknown Location,9.8,,3,353.4,35,Card,Cancelled 
04-Oct-16,Tuesday,08:07:00,8,04-Oct-16,Tuesday,08:12:00,00:05:00,Business,Unknown Location,Unknown Location,3.6,,1,148.8,14,Card,Cancelled 
20-May-16,Friday,11:15:00,11,20-May-16,Friday,11:24:00,00:09:00,Business,Unknown Location,Unknown Location,1.7,,3,86.1,8,UPI/e-Wallet,Cancelled 
01-Nov-16,Tuesday,13:04:00,13,01-Nov-16,Tuesday,13:44:00,00:40:00,Business,Unknown Location,Unknown Location,11.5,,1,409.5,40,Gift Card,Cancelled 
18-Dec-16,Sunday,16:56:00,16,18-Dec-16,Sunday,17:02:00,00:06:00,Business,Unknown Location,Unknown Location,0.7,,3,53.1,,UPI/e-Wallet,Cancelled 
02-Apr-16,Saturday,11:55:00,11,02-Apr-16,Saturday,11:59:00,00:04:00,Business,Unknown Location,Unknown Location,0.7,,5,53.1,5,Cash,Cancelled 
19-Mar-16,Saturday,20:33:00,20,19-Mar-16,Saturday,20:38:00,00:05:00,Business,Unknown Location,Unknown Location,0.9,,0,59.7,,Cash,Cancelled 
27-Dec-16,Tuesday,07:08:00,7,27-Dec-16,Tuesday,07:08:00,00:00:00,Business,Unknown Location,Unknown Location,1.6,,,82.8,8,Card,Cancelled 
09-May-16,Monday,18:07:00,18,09-May-16,Monday,18:11:00,00:04:00,Business,Unknown Location,Unknown Location,9.4,,1,340.2,34,Card,Cancelled 
27-Nov-16,Sunday,06:18:00,6,27-Nov-16,Sunday,06:49:00,00:31:00,Business,R?walpindi,Unknown Location,18.2,,4,630.6,63,Card,Completed
25-Feb-16,Thursday,14:40:00,14,25-Feb-16,Thursday,14:56:00,00:16:00,Business,Unknown Location,Islamabad,10.5,,2,376.5,37,Card,Cancelled 
05-Dec-16,Monday,16:23:00,16,05-Dec-16,Monday,16:31:00,00:08:00,Business,Islamabad,Unknown Location,5.7,,4,218.1,21,Card,Completed
22-Mar-16,Tuesday,17:36:00,17,22-Mar-16,Tuesday,18:20:00,00:44:00,Business,Unknown Location,Unknown Location,18,,4,624,62,Cash,Cancelled 
07-Jan-16,Thursday,19:10:00,19,07-Jan-16,Thursday,19:49:00,00:39:00,Business,Unknown Location,Islamabad,18.3,,3,633.9,63,UPI/e-Wallet,Cancelled 
20-Jan-16,Wednesday,11:29:00,11,20-Jan-16,Wednesday,11:48:00,00:19:00,Business,Islamabad,Unknown Location,16.5,,1,574.5,57,Card,Completed
13-Nov-16,Sunday,20:47:00,20,13-Nov-16,Sunday,22:47:00,02:00:00,Business,Unknown Location,R?walpindi,9.6,,3,346.8,34,UPI/e-Wallet,Cancelled 
28-Dec-16,Wednesday,13:15:00,13,28-Dec-16,Wednesday,13:40:00,00:25:00,Business,Karachi,Karachi,2.9,,2,125.7,12,Cash,Completed
09-Apr-16,Saturday,14:34:00,14,09-Apr-16,Saturday,15:15:00,00:41:00,Business,Karachi,Unknown Location,8.2,,1,300.6,30,Card,Completed
04-Feb-16,Thursday,20:29:00,20,04-Feb-16,Thursday,20:33:00,00:04:00,Business,Unknown Location,Unknown Location,2.4,,2,109.2,10,Card,Cancelled 
12-Jun-16,Sunday,08:33:00,8,12-Jun-16,Sunday,08:35:00,00:02:00,Business,Unknown Location,Unknown Location,5.8,,1,221.4,22,UPI/e-Wallet,Cancelled 
03-Dec-16,Saturday,13:21:00,13,03-Dec-16,Saturday,14:43:00,01:22:00,Business,Lahore,Lahore,9.8,,1,353.4,35,Card,Completed
14-Feb-16,Sunday,19:14:00,19,14-Feb-16,Sunday,20:34:00,01:20:00,Business,Lahore,Unknown Location,7.3,,1,270.9,27,UPI/e-Wallet,Completed
12-Jun-16,Sunday,02:01:00,2,12-Jun-16,Sunday,06:37:00,04:36:00,Business,Unknown Location,Unknown Location,195.6,,3,6484.8,100,UPI/e-Wallet,Cancelled 
10-Jun-16,Friday,17:21:00,17,10-Jun-16,Friday,19:36:00,02:15:00,Business,Islamabad,Unknown Location,20.5,,2,706.5,70,Card,Completed
12-Mar-16,Saturday,16:13:00,16,12-Mar-16,Saturday,18:47:00,02:34:00,Business,Unknown Location,Islamabad,12.6,,3,445.8,44,UPI/e-Wallet,Cancelled 
08-Apr-16,Friday,17:39:00,17,08-Apr-16,Friday,20:20:00,02:41:00,Business,Islamabad,Islamabad,37.7,,1,1274.1,127,Cash,Completed
01-May-16,Sunday,20:59:00,20,01-May-16,Sunday,22:34:00,01:35:00,Business,Islamabad,Unknown Location,16.7,,4,581.1,58,Card,Completed
18-Oct-16,Tuesday,17:09:00,17,18-Oct-16,Tuesday,17:12:00,00:03:00,Business,Unknown Location,Islamabad,10.5,,5,376.5,37,Card,Cancelled 
06-May-16,Friday,18:17:00,18,06-May-16,Friday,18:34:00,00:17:00,Business,Islamabad,Islamabad,2.8,,,122.4,12,UPI/e-Wallet,Completed
12-Dec-16,Monday,18:51:00,18,12-Dec-16,Monday,19:01:00,00:10:00,Business,Islamabad,Islamabad,1.6,,0,82.8,8,Card,Completed
10-Jun-16,Friday,22:04:00,22,10-Jun-16,Friday,22:33:00,00:29:00,Business,Islamabad,Unknown Location,12.7,,,449.1,44,UPI/e-Wallet,Completed
03-Nov-16,Thursday,09:50:00,9,03-Nov-16,Thursday,10:52:00,01:02:00,Business,Unknown Location,Unknown Location,28.6,,5,973.8,97,Card,Cancelled 
02-Feb-16,Tuesday,12:17:00,12,02-Feb-16,Tuesday,12:18:00,00:01:00,Business,Unknown Location,Unknown Location,15.1,,2,528.3,52,Card,Cancelled 
09-Nov-16,Wednesday,08:49:00,8,09-Nov-16,Wednesday,11:36:00,02:47:00,Business,Unknown Location,R?walpindi,17.9,,0,620.7,62,Cash,Cancelled 
26-Nov-16,Saturday,17:23:00,17,26-Nov-16,Saturday,17:40:00,00:17:00,Business,R?walpindi,Unknown Location,112.6,,2,3745.8,100,UPI/e-Wallet,Completed
06-Feb-16,Saturday,18:37:00,18,06-Feb-16,Saturday,18:39:00,00:02:00,Business,Unknown Location,Unknown Location,18.4,,2,637.2,63,Card,Cancelled 
04-Nov-16,Friday,19:46:00,19,04-Nov-16,Friday,20:26:00,00:40:00,Business,Unknown Location,Unknown Location,13.8,,4,485.4,48,UPI/e-Wallet,Cancelled 
21-Jan-16,Thursday,10:56:00,10,21-Jan-16,Thursday,10:59:00,00:03:00,Business,Unknown Location,Lahore,33.2,,0,1125.6,99,Cash,Cancelled 
18-Dec-16,Sunday,11:27:00,11,18-Dec-16,Sunday,11:50:00,00:23:00,Business,Lahore,Lahore,2.6,,3,115.8,11,Uber Cash,Completed
15-Jul-16,Friday,13:52:00,13,15-Jul-16,Friday,14:08:00,00:16:00,Business,Lahore,Unknown Location,5.8,,2,221.4,22,Uber Cash,Completed
23-Nov-16,Wednesday,14:29:00,14,23-Nov-16,Wednesday,15:11:00,00:42:00,Business,Unknown Location,Lahore,8.3,,2,303.9,30,UPI/e-Wallet,Cancelled 
27-Sep-16,Tuesday,15:47:00,15,27-Sep-16,Tuesday,16:02:00,00:15:00,Business,Lahore,Lahore,2.4,,3,109.2,10,Gift Card,Completed
26-Jul-16,Tuesday,18:08:00,18,26-Jul-16,Tuesday,18:27:00,00:19:00,Business,Lahore,Lahore,3.1,,4,132.3,13,UPI/e-Wallet,Completed
12-Jun-16,Sunday,18:33:00,18,12-Jun-16,Sunday,19:01:00,00:28:00,Business,Lahore,Lahore,6.1,,0,231.3,23,Gift Card,Completed
06-Nov-16,Sunday,15:03:00,15,06-Nov-16,Sunday,15:03:00,00:00:00,Business,Karachi,Karachi,3.6,,3,148.8,14,Card,Completed
